Var1,Var2
train_00137.jpg,25.88102
train_00138.jpg,25.88361
train_00139.jpg,25.83868
train_00140.jpg,25.83727
train_00141.jpg,25.76013
train_00142.jpg,25.72661
train_00143.jpg,25.70503
train_00144.jpg,25.69282
train_00145.jpg,25.69456
train_00146.jpg,25.71574
train_00147.jpg,25.72107
train_00148.jpg,25.71009
train_00149.jpg,25.67508
train_00150.jpg,25.69036
train_00151.jpg,25.65927
train_00152.jpg,25.58845
train_00153.jpg,25.58761
train_00154.jpg,25.60511
train_00155.jpg,25.54698
train_00156.jpg,25.56161
train_00157.jpg,25.52005
train_00158.jpg,25.51285
train_00159.jpg,25.53595
train_00160.jpg,25.46682
train_00161.jpg,25.46819
train_00162.jpg,25.44296
train_00163.jpg,25.43467
train_00164.jpg,25.41565
train_00165.jpg,25.37617
train_00166.jpg,25.3803
train_00167.jpg,25.31671
train_00168.jpg,25.308
train_00169.jpg,25.30788
train_00170.jpg,25.25791
train_00171.jpg,25.23415
train_00172.jpg,25.23455
train_00173.jpg,25.16456
train_00174.jpg,25.15553
train_00175.jpg,25.12456
train_00176.jpg,25.05188
train_00177.jpg,25.06961
train_00178.jpg,24.98477
train_00179.jpg,24.9677
train_00180.jpg,24.98919
train_00181.jpg,24.92012
train_00182.jpg,24.87873
train_00183.jpg,24.78153
train_00184.jpg,24.81337
train_00185.jpg,24.76502
train_00186.jpg,24.70324
train_00187.jpg,24.719
train_00188.jpg,24.61693
train_00189.jpg,24.59953
train_00190.jpg,24.58368
train_00191.jpg,24.47829
train_00192.jpg,24.44661
train_00193.jpg,24.4259
train_00194.jpg,24.33419
train_00195.jpg,24.27739
train_00196.jpg,24.24375
train_00197.jpg,24.1661
train_00198.jpg,24.16995
train_00199.jpg,24.06618
train_00200.jpg,24.03176
train_00201.jpg,24.00579
train_00202.jpg,23.92747
train_00203.jpg,23.89076
train_00204.jpg,23.79889
train_00205.jpg,23.8416
train_00206.jpg,23.75988
train_00207.jpg,23.71539
train_00208.jpg,23.74829
train_00209.jpg,23.6472
train_00210.jpg,23.59671
train_00211.jpg,23.58471
train_00212.jpg,23.55405
train_00213.jpg,23.4725
train_00214.jpg,23.50402
train_00215.jpg,23.37904
train_00216.jpg,23.35851
train_00217.jpg,23.2607
train_00218.jpg,23.24788
train_00219.jpg,23.21572
train_00220.jpg,23.14563
train_00221.jpg,23.10261
train_00222.jpg,23.04507
train_00223.jpg,23.05134
train_00224.jpg,23.0153
train_00225.jpg,22.88188
train_00226.jpg,22.91583
train_00227.jpg,22.85747
train_00228.jpg,22.75783
train_00229.jpg,22.80102
train_00230.jpg,22.70356
train_00231.jpg,22.63211
train_00232.jpg,22.65075
train_00233.jpg,22.53941
train_00234.jpg,22.49506
train_00235.jpg,22.49713
train_00236.jpg,22.41253
train_00237.jpg,22.30535
train_00238.jpg,22.26635
train_00239.jpg,22.27461
train_00240.jpg,22.21315
train_00241.jpg,22.11178
train_00242.jpg,22.09862
train_00243.jpg,22.02327
train_00244.jpg,21.9876
train_00245.jpg,21.96738
train_00246.jpg,21.8675
train_00247.jpg,21.87856
train_00248.jpg,21.83078
train_00249.jpg,21.72476
train_00250.jpg,21.72048
train_00251.jpg,21.68287
train_00252.jpg,21.56565
train_00253.jpg,21.63061
train_00254.jpg,21.52292
train_00255.jpg,21.49305
train_00256.jpg,21.50272
train_00257.jpg,21.39342
train_00258.jpg,21.312
train_00259.jpg,21.25678
train_00260.jpg,21.28319
train_00261.jpg,21.17091
train_00262.jpg,21.12825
train_00263.jpg,21.10895
train_00264.jpg,21.02671
train_00265.jpg,20.99704
train_00266.jpg,21.00636
train_00267.jpg,20.96937
train_00268.jpg,20.94472
train_00269.jpg,20.94274
train_00270.jpg,20.86328
train_00271.jpg,20.87258
train_00272.jpg,20.85886
train_00273.jpg,20.82024
train_00274.jpg,20.82396
train_00275.jpg,20.75185
train_00276.jpg,20.72385
train_00277.jpg,20.72913
train_00278.jpg,20.67954
train_00279.jpg,20.58222
train_00280.jpg,20.54318
train_00281.jpg,20.56283
train_00282.jpg,20.48589
train_00283.jpg,20.36582
train_00284.jpg,20.3791
train_00285.jpg,20.31932
train_00286.jpg,20.22205
train_00287.jpg,20.28193
train_00288.jpg,20.16061
train_00289.jpg,20.13791
train_00290.jpg,20.13833
train_00291.jpg,20.02506
train_00292.jpg,19.99226
train_00293.jpg,19.91135
train_00294.jpg,19.883
train_00295.jpg,19.87732
train_00296.jpg,19.71574
train_00297.jpg,19.64949
train_00298.jpg,19.60541
train_00299.jpg,19.54785
train_00300.jpg,19.45252
train_00301.jpg,19.35606
train_00302.jpg,19.34193
train_00303.jpg,19.29083
train_00304.jpg,19.11033
train_00305.jpg,19.19085
train_00306.jpg,19.11387
train_00307.jpg,19.03785
train_00308.jpg,18.99071
train_00309.jpg,18.89668
train_00310.jpg,18.73262
train_00311.jpg,18.74278
train_00312.jpg,18.59365
train_00313.jpg,18.51767
train_00314.jpg,18.42515
train_00315.jpg,18.4148
train_00316.jpg,18.34542
train_00317.jpg,18.29609
train_00318.jpg,18.28087
train_00319.jpg,18.21572
train_00320.jpg,18.19987
train_00321.jpg,18.1708
train_00322.jpg,18.12018
train_00323.jpg,18.11407
train_00324.jpg,18.10144
train_00325.jpg,18.02619
train_00326.jpg,18.0331
train_00327.jpg,17.98545
train_00328.jpg,17.97449
train_00329.jpg,17.97818
train_00330.jpg,17.92624
train_00331.jpg,17.89565
train_00332.jpg,17.90425
train_00333.jpg,17.90063
train_00334.jpg,17.87087
train_00335.jpg,17.90627
train_00336.jpg,17.91078
train_00337.jpg,17.88516
train_00338.jpg,17.87056
train_00339.jpg,17.85962
train_00340.jpg,17.83511
train_00341.jpg,17.82089
train_00342.jpg,17.81758
train_00343.jpg,17.77633
train_00344.jpg,17.77337
train_00345.jpg,17.7564
train_00346.jpg,17.74041
train_00347.jpg,17.7505
train_00348.jpg,17.71323
train_00349.jpg,17.72029
train_00350.jpg,17.70794
train_00351.jpg,17.70126
train_00352.jpg,17.70186
train_00353.jpg,17.69437
train_00354.jpg,17.63259
train_00355.jpg,17.58623
train_00356.jpg,17.52641
train_00357.jpg,17.54408
train_00358.jpg,17.50271
train_00359.jpg,17.45133
train_00360.jpg,17.48443
train_00361.jpg,17.41605
train_00362.jpg,17.38892
train_00363.jpg,17.39713
train_00364.jpg,17.32106
train_00365.jpg,17.29355
train_00366.jpg,17.28018
train_00367.jpg,17.215
train_00368.jpg,17.19821
train_00369.jpg,17.17702
train_00370.jpg,17.14479
train_00371.jpg,17.13578
train_00372.jpg,17.10608
train_00373.jpg,17.0409
train_00374.jpg,17.06662
train_00375.jpg,17.00722
train_00376.jpg,16.96581
train_00377.jpg,16.903
train_00378.jpg,16.92794
train_00379.jpg,16.8769
train_00380.jpg,16.82764
train_00381.jpg,16.85203
train_00382.jpg,16.77619
train_00383.jpg,16.72721
train_00384.jpg,16.74883
train_00385.jpg,16.66081
train_00386.jpg,16.65842
train_00387.jpg,16.65166
train_00388.jpg,16.6221
train_00389.jpg,16.59661
train_00390.jpg,16.54733
train_00391.jpg,16.52529
train_00392.jpg,16.50777
train_00393.jpg,16.45451
train_00394.jpg,16.43698
train_00395.jpg,16.42884
train_00396.jpg,16.36386
train_00397.jpg,16.34809
train_00398.jpg,16.28268
train_00399.jpg,16.29651
train_00400.jpg,16.27133
train_00401.jpg,16.17474
train_00402.jpg,16.21432
train_00403.jpg,16.15712
train_00404.jpg,16.10273
train_00405.jpg,16.10666
train_00406.jpg,16.08645
train_00407.jpg,16.04946
train_00408.jpg,16.05122
train_00409.jpg,16.00787
train_00410.jpg,15.95159
train_00411.jpg,15.89441
train_00412.jpg,15.88397
train_00413.jpg,15.86927
train_00414.jpg,15.8116
train_00415.jpg,15.79493
train_00416.jpg,15.74574
train_00417.jpg,15.72643
train_00418.jpg,15.7206
train_00419.jpg,15.67583
train_00420.jpg,15.67361
train_00421.jpg,15.65576
train_00422.jpg,15.62718
train_00423.jpg,15.64682
train_00424.jpg,15.60212
train_00425.jpg,15.57987
train_00426.jpg,15.59495
train_00427.jpg,15.5773
train_00428.jpg,15.55561
train_00429.jpg,15.61862
train_00430.jpg,15.5961
train_00431.jpg,15.59869
train_00432.jpg,15.63816
train_00433.jpg,15.65641
train_00434.jpg,15.57815
train_00435.jpg,15.53109
train_00436.jpg,15.53052
train_00437.jpg,15.54208
train_00438.jpg,15.54234
train_00439.jpg,15.52936
train_00440.jpg,15.54483
train_00441.jpg,15.54835
train_00442.jpg,15.54586
train_00443.jpg,15.55858
train_00444.jpg,15.56783
train_00445.jpg,15.55221
train_00446.jpg,15.61764
train_00447.jpg,15.61449
train_00448.jpg,15.6044
train_00449.jpg,15.64943
train_00450.jpg,15.63026
train_00451.jpg,15.64929
train_00452.jpg,15.70119
train_00453.jpg,15.70542
train_00454.jpg,15.68713
train_00455.jpg,15.72696
train_00456.jpg,15.75711
train_00457.jpg,15.76866
train_00458.jpg,15.78086
train_00459.jpg,15.83042
train_00460.jpg,15.82317
train_00461.jpg,15.83875
train_00462.jpg,15.87562
train_00463.jpg,15.86801
train_00464.jpg,15.92901
train_00465.jpg,15.93642
train_00466.jpg,15.96304
train_00467.jpg,15.99726
train_00468.jpg,16.00029
train_00469.jpg,16.04872
train_00470.jpg,16.07134
train_00471.jpg,16.07372
train_00472.jpg,16.10375
train_00473.jpg,16.14575
train_00474.jpg,16.1624
train_00475.jpg,16.15986
train_00476.jpg,16.17802
train_00477.jpg,16.23699
train_00478.jpg,16.22146
train_00479.jpg,16.21719
train_00480.jpg,16.2783
train_00481.jpg,16.2548
train_00482.jpg,16.29824
train_00483.jpg,16.33936
train_00484.jpg,16.3214
train_00485.jpg,16.35913
train_00486.jpg,16.38216
train_00487.jpg,16.42341
train_00488.jpg,16.41771
train_00489.jpg,16.44398
train_00490.jpg,16.4605
train_00491.jpg,16.45178
train_00492.jpg,16.45746
train_00493.jpg,16.48774
train_00494.jpg,16.48884
train_00495.jpg,16.51235
train_00496.jpg,16.48248
train_00497.jpg,16.51808
train_00498.jpg,16.51466
train_00499.jpg,16.51776
train_00500.jpg,16.53188
train_00501.jpg,16.52695
train_00502.jpg,16.55525
train_00503.jpg,16.52012
train_00504.jpg,16.54835
train_00505.jpg,16.55667
train_00506.jpg,16.53877
train_00507.jpg,16.568
train_00508.jpg,16.54449
train_00509.jpg,16.5355
train_00510.jpg,16.5615
train_00511.jpg,16.54219
train_00512.jpg,16.54345
train_00513.jpg,16.55756
train_00514.jpg,16.56617
train_00515.jpg,16.5566
train_00516.jpg,16.57042
train_00517.jpg,16.58052
train_00518.jpg,16.56218
train_00519.jpg,16.57703
train_00520.jpg,16.57289
train_00521.jpg,16.59064
train_00522.jpg,16.61445
train_00523.jpg,16.62051
train_00524.jpg,16.63667
train_00525.jpg,16.64546
train_00526.jpg,16.61113
train_00527.jpg,16.65785
train_00528.jpg,16.64596
train_00529.jpg,16.70704
train_00530.jpg,16.67412
train_00531.jpg,16.67751
train_00532.jpg,16.72172
train_00533.jpg,16.73994
train_00534.jpg,16.75119
train_00535.jpg,16.79023
train_00536.jpg,16.78324
train_00537.jpg,16.81256
train_00538.jpg,16.83509
train_00539.jpg,16.8252
train_00540.jpg,16.83753
train_00541.jpg,16.84372
train_00542.jpg,16.86049
train_00543.jpg,16.87656
train_00544.jpg,16.8846
train_00545.jpg,16.91386
train_00546.jpg,16.92298
train_00547.jpg,16.89603
train_00548.jpg,16.97492
train_00549.jpg,16.96469
train_00550.jpg,17.00613
train_00551.jpg,16.97485
train_00552.jpg,17.01504
train_00553.jpg,17.02648
train_00554.jpg,17.02353
train_00555.jpg,17.05094
train_00556.jpg,17.06212
train_00557.jpg,17.0635
train_00558.jpg,17.11894
train_00559.jpg,17.11662
train_00560.jpg,17.11207
train_00561.jpg,17.14581
train_00562.jpg,17.15954
train_00563.jpg,17.15447
train_00564.jpg,17.17105
train_00565.jpg,17.17967
train_00566.jpg,17.22276
train_00567.jpg,17.22456
train_00568.jpg,17.22335
train_00569.jpg,17.22337
train_00570.jpg,17.26071
train_00571.jpg,17.29024
train_00572.jpg,17.26833
train_00573.jpg,17.2535
train_00574.jpg,17.29459
train_00575.jpg,17.29193
train_00576.jpg,17.32641
train_00577.jpg,17.31943
train_00578.jpg,17.31743
train_00579.jpg,17.33362
train_00580.jpg,17.33064
train_00581.jpg,17.30951
train_00582.jpg,17.34297
train_00583.jpg,17.35345
train_00584.jpg,17.34517
train_00585.jpg,17.35572
train_00586.jpg,17.35838
train_00587.jpg,17.38441
train_00588.jpg,17.37385
train_00589.jpg,17.37227
train_00590.jpg,17.37095
train_00591.jpg,17.37843
train_00592.jpg,17.37518
train_00593.jpg,17.37349
train_00594.jpg,17.37825
train_00595.jpg,17.39239
train_00596.jpg,17.37394
train_00597.jpg,17.38148
train_00598.jpg,17.37637
train_00599.jpg,17.38507
train_00600.jpg,17.37385
train_00601.jpg,17.38134
train_00602.jpg,17.37788
train_00603.jpg,17.3806
train_00604.jpg,17.3833
train_00605.jpg,17.38765
train_00606.jpg,17.38599
train_00607.jpg,17.38218
train_00608.jpg,17.37229
train_00609.jpg,17.38225
train_00610.jpg,17.37535
train_00611.jpg,17.39019
train_00612.jpg,17.37918
train_00613.jpg,17.38246
train_00614.jpg,17.38033
train_00615.jpg,17.38941
train_00616.jpg,17.38707
train_00617.jpg,17.39327
train_00618.jpg,17.38047
train_00619.jpg,17.38489
train_00620.jpg,17.3731
train_00621.jpg,17.38531
train_00622.jpg,17.38307
train_00623.jpg,17.3912
train_00624.jpg,17.40472
train_00625.jpg,17.40406
train_00626.jpg,17.40385
train_00627.jpg,17.40416
train_00628.jpg,17.40633
train_00629.jpg,17.39528
train_00630.jpg,17.38777
train_00631.jpg,17.38651
train_00632.jpg,17.40036
train_00633.jpg,17.38937
train_00634.jpg,17.39527
train_00635.jpg,17.38702
train_00636.jpg,17.39379
train_00637.jpg,17.40456
train_00638.jpg,17.40175
train_00639.jpg,17.39577
train_00640.jpg,17.40696
train_00641.jpg,17.3863
train_00642.jpg,17.42016
train_00643.jpg,17.47461
train_00644.jpg,17.44605
train_00645.jpg,17.44529
train_00646.jpg,17.5278
train_00647.jpg,17.49445
train_00648.jpg,17.54295
train_00649.jpg,17.52103
train_00650.jpg,17.54691
train_00651.jpg,17.55516
train_00652.jpg,17.60488
train_00653.jpg,17.67538
train_00654.jpg,17.66356
train_00655.jpg,17.70091
train_00656.jpg,17.76731
train_00657.jpg,17.74558
train_00658.jpg,17.78649
train_00659.jpg,17.82105
train_00660.jpg,17.89093
train_00661.jpg,17.96342
train_00662.jpg,17.97617
train_00663.jpg,18.0802
train_00664.jpg,18.06646
train_00665.jpg,18.11999
train_00666.jpg,18.18856
train_00667.jpg,18.26625
train_00668.jpg,18.3416
train_00669.jpg,18.32799
train_00670.jpg,18.3924
train_00671.jpg,18.49765
train_00672.jpg,18.48885
train_00673.jpg,18.54818
train_00674.jpg,18.66342
train_00675.jpg,18.65616
train_00676.jpg,18.71722
train_00677.jpg,18.8476
train_00678.jpg,18.80227
train_00679.jpg,18.88702
train_00680.jpg,18.9914
train_00681.jpg,19.05991
train_00682.jpg,19.07722
train_00683.jpg,19.11236
train_00684.jpg,19.22173
train_00685.jpg,19.2169
train_00686.jpg,19.26893
train_00687.jpg,19.40408
train_00688.jpg,19.40116
train_00689.jpg,19.48561
train_00690.jpg,19.50895
train_00691.jpg,19.54292
train_00692.jpg,19.66012
train_00693.jpg,19.66818
train_00694.jpg,19.72325
train_00695.jpg,19.77259
train_00696.jpg,19.75896
train_00697.jpg,19.86805
train_00698.jpg,19.9129
train_00699.jpg,19.90491
train_00700.jpg,19.98094
train_00701.jpg,20.03358
train_00702.jpg,19.97887
train_00703.jpg,19.98442
train_00704.jpg,20.04958
train_00705.jpg,20.17934
train_00706.jpg,20.19906
train_00707.jpg,20.19407
train_00708.jpg,20.24119
train_00709.jpg,20.23193
train_00710.jpg,20.24551
train_00711.jpg,20.28119
train_00712.jpg,20.28634
train_00713.jpg,20.3473
train_00714.jpg,20.35319
train_00715.jpg,20.36988
train_00716.jpg,20.4138
train_00717.jpg,20.41612
train_00718.jpg,20.46736
train_00719.jpg,20.47932
train_00720.jpg,20.48487
train_00721.jpg,20.56655
train_00722.jpg,20.57929
train_00723.jpg,20.62498
train_00724.jpg,20.63096
train_00725.jpg,20.66039
train_00726.jpg,20.7134
train_00727.jpg,20.6825
train_00728.jpg,20.7708
train_00729.jpg,20.78433
train_00730.jpg,20.76269
train_00731.jpg,20.85635
train_00732.jpg,20.87104
train_00733.jpg,20.88628
train_00734.jpg,20.94741
train_00735.jpg,20.96597
train_00736.jpg,20.9607
train_00737.jpg,21.02242
train_00738.jpg,21.05633
train_00739.jpg,21.10013
train_00740.jpg,21.1272
train_00741.jpg,21.13382
train_00742.jpg,21.18249
train_00743.jpg,21.21327
train_00744.jpg,21.28169
train_00745.jpg,21.2928
train_00746.jpg,21.32124
train_00747.jpg,21.38161
train_00748.jpg,21.36444
train_00749.jpg,21.38467
train_00750.jpg,21.44621
train_00751.jpg,21.43424
train_00752.jpg,21.49547
train_00753.jpg,21.51958
train_00754.jpg,21.51383
train_00755.jpg,21.57846
train_00756.jpg,21.63677
train_00757.jpg,21.65108
train_00758.jpg,21.66435
train_00759.jpg,21.69185
train_00760.jpg,21.72353
train_00761.jpg,21.73252
train_00762.jpg,21.74467
train_00763.jpg,21.79298
train_00764.jpg,21.79487
train_00765.jpg,21.8474
train_00766.jpg,21.84463
train_00767.jpg,21.86817
train_00768.jpg,21.89088
train_00769.jpg,21.89506
train_00770.jpg,21.95187
train_00771.jpg,21.95463
train_00772.jpg,21.96317
train_00773.jpg,22.00994
train_00774.jpg,21.99701
train_00775.jpg,22.02612
train_00776.jpg,22.0282
train_00777.jpg,22.06463
train_00778.jpg,22.09081
train_00779.jpg,22.11153
train_00780.jpg,22.11971
train_00781.jpg,22.15006
train_00782.jpg,22.1503
train_00783.jpg,22.15425
train_00784.jpg,22.18546
train_00785.jpg,22.16072
train_00786.jpg,22.1335
train_00787.jpg,22.17994
train_00788.jpg,22.1833
train_00789.jpg,22.17607
train_00790.jpg,22.15791
train_00791.jpg,22.17285
train_00792.jpg,22.18591
train_00793.jpg,22.16561
train_00794.jpg,22.11026
train_00795.jpg,21.97471
train_00796.jpg,22.04249
train_00797.jpg,22.14339
train_00798.jpg,22.13415
train_00799.jpg,22.12074
train_00800.jpg,22.11208
train_00801.jpg,22.13014
train_00802.jpg,22.07021
train_00803.jpg,22.05924
train_00804.jpg,22.08406
train_00805.jpg,22.03897
train_00806.jpg,22.03248
train_00807.jpg,22.02464
train_00808.jpg,22.00464
train_00809.jpg,21.9951
train_00810.jpg,21.97522
train_00811.jpg,21.9684
train_00812.jpg,21.95702
train_00813.jpg,21.95192
train_00814.jpg,21.9411
train_00815.jpg,21.89965
train_00816.jpg,21.88779
train_00817.jpg,21.8902
train_00818.jpg,21.88012
train_00819.jpg,21.87737
train_00820.jpg,21.84233
train_00821.jpg,21.84691
train_00822.jpg,21.82753
train_00823.jpg,21.78054
train_00824.jpg,21.77741
train_00825.jpg,21.75633
train_00826.jpg,21.72885
train_00827.jpg,21.75076
train_00828.jpg,21.73186
train_00829.jpg,21.77594
train_00830.jpg,21.77908
train_00831.jpg,21.85726
train_00832.jpg,21.69348
train_00833.jpg,21.7576
train_00834.jpg,21.74436
train_00835.jpg,21.69141
train_00836.jpg,21.70825
train_00837.jpg,21.69612
train_00838.jpg,21.69791
train_00839.jpg,21.71873
train_00840.jpg,21.74198
train_00841.jpg,21.7524
train_00842.jpg,21.70779
train_00843.jpg,21.69156
train_00844.jpg,21.66049
train_00845.jpg,21.65611
train_00846.jpg,21.65308
train_00847.jpg,21.6313
train_00848.jpg,21.65811
train_00849.jpg,21.54293
train_00850.jpg,21.53143
train_00851.jpg,21.43459
train_00852.jpg,21.63627
train_00853.jpg,21.47056
train_00854.jpg,21.40183
train_00855.jpg,21.40885
train_00856.jpg,21.3641
train_00857.jpg,21.28564
train_00858.jpg,21.29423
train_00859.jpg,21.23238
train_00860.jpg,21.16147
train_00861.jpg,21.16764
train_00862.jpg,21.10995
train_00863.jpg,21.10954
train_00864.jpg,21.09888
train_00865.jpg,21.04234
train_00866.jpg,21.02788
train_00867.jpg,21.01242
train_00868.jpg,20.95778
train_00869.jpg,20.9508
train_00870.jpg,20.91817
train_00871.jpg,20.87744
train_00872.jpg,20.87544
train_00873.jpg,20.83761
train_00874.jpg,20.80263
train_00875.jpg,20.76666
train_00876.jpg,20.77557
train_00877.jpg,20.72025
train_00878.jpg,20.64663
train_00879.jpg,20.66488
train_00880.jpg,20.6192
train_00881.jpg,20.57133
train_00882.jpg,20.57342
train_00883.jpg,20.50949
train_00884.jpg,20.48693
train_00885.jpg,20.48918
train_00886.jpg,20.42197
train_00887.jpg,20.40864
train_00888.jpg,20.38935
train_00889.jpg,20.30522
train_00890.jpg,20.28757
train_00891.jpg,20.2212
train_00892.jpg,20.18036
train_00893.jpg,20.18056
train_00894.jpg,20.12212
train_00895.jpg,20.09101
train_00896.jpg,20.03208
train_00897.jpg,20.03539
train_00898.jpg,19.98622
train_00899.jpg,19.93818
train_00900.jpg,19.94019
train_00901.jpg,19.91691
train_00902.jpg,19.84136
train_00903.jpg,19.8575
train_00904.jpg,19.80784
train_00905.jpg,19.77258
train_00906.jpg,19.78414
train_00907.jpg,19.70562
train_00908.jpg,19.66994
train_00909.jpg,19.67386
train_00910.jpg,19.6209
train_00911.jpg,19.58202
train_00912.jpg,19.57698
train_00913.jpg,19.56716
train_00914.jpg,19.57536
train_00915.jpg,19.53776
train_00916.jpg,19.53837
train_00917.jpg,19.48954
train_00918.jpg,19.48844
train_00919.jpg,19.50822
train_00920.jpg,19.46076
train_00921.jpg,19.46959
train_00922.jpg,19.47368
train_00923.jpg,19.50379
train_00924.jpg,19.42307
train_00925.jpg,19.73198
train_00926.jpg,19.39173
train_00927.jpg,19.48541
train_00928.jpg,19.50505
train_00929.jpg,19.46607
train_00930.jpg,19.4485
train_00931.jpg,19.53637
train_00932.jpg,19.54434
train_00933.jpg,19.57213
train_00934.jpg,19.57405
train_00935.jpg,19.59093
train_00936.jpg,19.64261
train_00937.jpg,19.63713
train_00938.jpg,19.71823
train_00939.jpg,19.7197
train_00940.jpg,19.70778
train_00941.jpg,19.65607
train_00942.jpg,19.61056
train_00943.jpg,19.707
train_00944.jpg,19.69257
train_00945.jpg,19.7064
train_00946.jpg,19.70752
train_00947.jpg,19.70705
train_00948.jpg,19.71135
train_00949.jpg,19.69108
train_00950.jpg,19.70993
train_00951.jpg,19.7198
train_00952.jpg,19.67665
train_00953.jpg,19.64819
train_00954.jpg,19.63999
train_00955.jpg,19.61744
train_00956.jpg,19.61562
train_00957.jpg,19.50182
train_00958.jpg,19.51284
train_00959.jpg,19.63001
train_00960.jpg,19.61502
train_00961.jpg,19.60241
train_00962.jpg,19.59524
train_00963.jpg,19.58952
train_00964.jpg,19.57632
train_00965.jpg,19.55889
train_00966.jpg,19.55227
train_00967.jpg,19.51456
train_00968.jpg,19.49894
train_00969.jpg,19.50668
train_00970.jpg,19.48173
train_00971.jpg,19.43927
train_00972.jpg,19.44911
train_00973.jpg,19.47667
train_00974.jpg,19.43925
train_00975.jpg,19.38743
train_00976.jpg,19.44801
train_00977.jpg,19.34074
train_00978.jpg,19.3554
train_00979.jpg,19.40954
train_00980.jpg,19.33292
train_00981.jpg,19.31928
train_00982.jpg,19.31014
train_00983.jpg,19.26787
train_00984.jpg,19.25558
train_00985.jpg,19.2507
train_00986.jpg,19.23294
train_00987.jpg,19.23583
train_00988.jpg,19.21062
train_00989.jpg,19.20488
train_00990.jpg,19.20112
train_00991.jpg,19.18616
train_00992.jpg,19.18188
train_00993.jpg,19.15373
train_00994.jpg,19.16145
train_00995.jpg,19.14243
train_00996.jpg,19.12686
train_00997.jpg,19.13717
train_00998.jpg,19.12667
