image_path_1,speed_1,image_path_2,speed_2
/floyd/input/train_data_images_final/train_06193.jpg,11.98618,/floyd/input/train_data_images_final/train_06194.jpg,12.00474
/floyd/input/train_data_images_final/train_10302.jpg,7.388052,/floyd/input/train_data_images_final/train_10303.jpg,7.408908
/floyd/input/train_data_images_final/train_00067.jpg,27.07327,/floyd/input/train_data_images_final/train_00068.jpg,27.03934
/floyd/input/train_data_images_final/train_06478.jpg,14.11821,/floyd/input/train_data_images_final/train_06479.jpg,14.1342
/floyd/input/train_data_images_final/train_04433.jpg,21.80088,/floyd/input/train_data_images_final/train_04434.jpg,21.79549
/floyd/input/train_data_images_final/train_06779.jpg,16.00513,/floyd/input/train_data_images_final/train_06780.jpg,16.01939
/floyd/input/train_data_images_final/train_05871.jpg,17.79173,/floyd/input/train_data_images_final/train_05872.jpg,17.7978
/floyd/input/train_data_images_final/train_15983.jpg,0.548425,/floyd/input/train_data_images_final/train_15984.jpg,0.523563
/floyd/input/train_data_images_final/train_14371.jpg,5.68183,/floyd/input/train_data_images_final/train_14372.jpg,5.709772
/floyd/input/train_data_images_final/train_05846.jpg,18.35606,/floyd/input/train_data_images_final/train_05847.jpg,18.33364
/floyd/input/train_data_images_final/train_20009.jpg,10.42798,/floyd/input/train_data_images_final/train_20010.jpg,10.50468
/floyd/input/train_data_images_final/train_05197.jpg,22.8535,/floyd/input/train_data_images_final/train_05198.jpg,22.85685
/floyd/input/train_data_images_final/train_17305.jpg,9.700757,/floyd/input/train_data_images_final/train_17306.jpg,9.860505
/floyd/input/train_data_images_final/train_06694.jpg,18.46994,/floyd/input/train_data_images_final/train_06695.jpg,18.44026
/floyd/input/train_data_images_final/train_11170.jpg,7.809013,/floyd/input/train_data_images_final/train_11171.jpg,7.794611
/floyd/input/train_data_images_final/train_16213.jpg,12.57597,/floyd/input/train_data_images_final/train_16214.jpg,12.7391
/floyd/input/train_data_images_final/train_00903.jpg,19.8575,/floyd/input/train_data_images_final/train_00904.jpg,19.80784
/floyd/input/train_data_images_final/train_04788.jpg,22.42334,/floyd/input/train_data_images_final/train_04789.jpg,22.41513
/floyd/input/train_data_images_final/train_07748.jpg,24.65401,/floyd/input/train_data_images_final/train_07749.jpg,24.6223
/floyd/input/train_data_images_final/train_12214.jpg,5.48718,/floyd/input/train_data_images_final/train_12215.jpg,5.519072
/floyd/input/train_data_images_final/train_20013.jpg,10.50025,/floyd/input/train_data_images_final/train_20014.jpg,10.54113
/floyd/input/train_data_images_final/train_00782.jpg,22.1503,/floyd/input/train_data_images_final/train_00783.jpg,22.15425
/floyd/input/train_data_images_final/train_19772.jpg,4.308646,/floyd/input/train_data_images_final/train_19773.jpg,4.29074
/floyd/input/train_data_images_final/train_08741.jpg,12.46581,/floyd/input/train_data_images_final/train_08742.jpg,12.35998
/floyd/input/train_data_images_final/train_08310.jpg,24.92531,/floyd/input/train_data_images_final/train_08311.jpg,24.91956
/floyd/input/train_data_images_final/train_03699.jpg,22.21152,/floyd/input/train_data_images_final/train_03700.jpg,22.23665
/floyd/input/train_data_images_final/train_04637.jpg,21.36727,/floyd/input/train_data_images_final/train_04638.jpg,21.33691
/floyd/input/train_data_images_final/train_06025.jpg,12.37089,/floyd/input/train_data_images_final/train_06026.jpg,12.3564
/floyd/input/train_data_images_final/train_18032.jpg,2.074909,/floyd/input/train_data_images_final/train_18033.jpg,2.075061
/floyd/input/train_data_images_final/train_12027.jpg,6.004716,/floyd/input/train_data_images_final/train_12028.jpg,6.00946
/floyd/input/train_data_images_final/train_01777.jpg,19.3414,/floyd/input/train_data_images_final/train_01778.jpg,19.33803
/floyd/input/train_data_images_final/train_11474.jpg,3.185028,/floyd/input/train_data_images_final/train_11475.jpg,3.155423
/floyd/input/train_data_images_final/train_11663.jpg,7.888948,/floyd/input/train_data_images_final/train_11664.jpg,7.926716
/floyd/input/train_data_images_final/train_16618.jpg,1.636079,/floyd/input/train_data_images_final/train_16619.jpg,1.631019
/floyd/input/train_data_images_final/train_00640.jpg,17.40696,/floyd/input/train_data_images_final/train_00641.jpg,17.3863
/floyd/input/train_data_images_final/train_14632.jpg,0,/floyd/input/train_data_images_final/train_14633.jpg,0
/floyd/input/train_data_images_final/train_11839.jpg,8.09678,/floyd/input/train_data_images_final/train_11840.jpg,8.061195
/floyd/input/train_data_images_final/train_06788.jpg,16.10828,/floyd/input/train_data_images_final/train_06789.jpg,16.10052
/floyd/input/train_data_images_final/train_12525.jpg,9.860739,/floyd/input/train_data_images_final/train_12526.jpg,9.969012
/floyd/input/train_data_images_final/train_00961.jpg,19.60241,/floyd/input/train_data_images_final/train_00962.jpg,19.59524
/floyd/input/train_data_images_final/train_12414.jpg,10.13042,/floyd/input/train_data_images_final/train_12415.jpg,10.13825
/floyd/input/train_data_images_final/train_19797.jpg,3.693253,/floyd/input/train_data_images_final/train_19798.jpg,3.491237
/floyd/input/train_data_images_final/train_05748.jpg,21.76228,/floyd/input/train_data_images_final/train_05749.jpg,21.73868
/floyd/input/train_data_images_final/train_02916.jpg,23.95781,/floyd/input/train_data_images_final/train_02917.jpg,23.87473
/floyd/input/train_data_images_final/train_14865.jpg,13.34766,/floyd/input/train_data_images_final/train_14866.jpg,13.4754
/floyd/input/train_data_images_final/train_16970.jpg,1.804717,/floyd/input/train_data_images_final/train_16971.jpg,1.806637
/floyd/input/train_data_images_final/train_07213.jpg,21.13938,/floyd/input/train_data_images_final/train_07214.jpg,21.14022
/floyd/input/train_data_images_final/train_14494.jpg,0.374512,/floyd/input/train_data_images_final/train_14495.jpg,0.34148
/floyd/input/train_data_images_final/train_19407.jpg,2.644388,/floyd/input/train_data_images_final/train_19408.jpg,2.612737
/floyd/input/train_data_images_final/train_17248.jpg,7.873912,/floyd/input/train_data_images_final/train_17249.jpg,7.896924
/floyd/input/train_data_images_final/train_06304.jpg,12.51679,/floyd/input/train_data_images_final/train_06305.jpg,12.50143
/floyd/input/train_data_images_final/train_08344.jpg,24.27644,/floyd/input/train_data_images_final/train_08345.jpg,24.27487
/floyd/input/train_data_images_final/train_11800.jpg,7.93623,/floyd/input/train_data_images_final/train_11801.jpg,7.966971
/floyd/input/train_data_images_final/train_08921.jpg,9.987127,/floyd/input/train_data_images_final/train_08922.jpg,9.969764
/floyd/input/train_data_images_final/train_09209.jpg,11.00228,/floyd/input/train_data_images_final/train_09210.jpg,10.99805
/floyd/input/train_data_images_final/train_04567.jpg,21.98439,/floyd/input/train_data_images_final/train_04568.jpg,21.96828
/floyd/input/train_data_images_final/train_09110.jpg,8.799786,/floyd/input/train_data_images_final/train_09111.jpg,8.858649
/floyd/input/train_data_images_final/train_01276.jpg,14.90138,/floyd/input/train_data_images_final/train_01277.jpg,14.85897
/floyd/input/train_data_images_final/train_07873.jpg,24.0353,/floyd/input/train_data_images_final/train_07874.jpg,24.02393
/floyd/input/train_data_images_final/train_18379.jpg,11.77867,/floyd/input/train_data_images_final/train_18380.jpg,11.76553
/floyd/input/train_data_images_final/train_03414.jpg,22.17043,/floyd/input/train_data_images_final/train_03415.jpg,22.16353
/floyd/input/train_data_images_final/train_03949.jpg,21.47724,/floyd/input/train_data_images_final/train_03950.jpg,21.48199
/floyd/input/train_data_images_final/train_09773.jpg,7.185195,/floyd/input/train_data_images_final/train_09774.jpg,7.19458
/floyd/input/train_data_images_final/train_00747.jpg,21.38161,/floyd/input/train_data_images_final/train_00748.jpg,21.36444
/floyd/input/train_data_images_final/train_10107.jpg,4.435206,/floyd/input/train_data_images_final/train_10108.jpg,4.364966
/floyd/input/train_data_images_final/train_16170.jpg,6.492472,/floyd/input/train_data_images_final/train_16171.jpg,6.618202
/floyd/input/train_data_images_final/train_00074.jpg,26.96858,/floyd/input/train_data_images_final/train_00075.jpg,26.91307
/floyd/input/train_data_images_final/train_08040.jpg,22.80527,/floyd/input/train_data_images_final/train_08041.jpg,22.79309
/floyd/input/train_data_images_final/train_17143.jpg,1.149394,/floyd/input/train_data_images_final/train_17144.jpg,1.148387
/floyd/input/train_data_images_final/train_13994.jpg,6.784236,/floyd/input/train_data_images_final/train_13995.jpg,6.816887
/floyd/input/train_data_images_final/train_00316.jpg,18.34542,/floyd/input/train_data_images_final/train_00317.jpg,18.29609
/floyd/input/train_data_images_final/train_04195.jpg,21.97655,/floyd/input/train_data_images_final/train_04196.jpg,21.98074
/floyd/input/train_data_images_final/train_02040.jpg,23.08313,/floyd/input/train_data_images_final/train_02041.jpg,23.0794
/floyd/input/train_data_images_final/train_03388.jpg,22.34834,/floyd/input/train_data_images_final/train_03389.jpg,22.32747
/floyd/input/train_data_images_final/train_06431.jpg,14.4675,/floyd/input/train_data_images_final/train_06432.jpg,14.41537
/floyd/input/train_data_images_final/train_00155.jpg,25.54698,/floyd/input/train_data_images_final/train_00156.jpg,25.56161
/floyd/input/train_data_images_final/train_05476.jpg,23.41418,/floyd/input/train_data_images_final/train_05477.jpg,23.36669
/floyd/input/train_data_images_final/train_02353.jpg,24.25196,/floyd/input/train_data_images_final/train_02354.jpg,24.24253
/floyd/input/train_data_images_final/train_13509.jpg,0,/floyd/input/train_data_images_final/train_13510.jpg,0
/floyd/input/train_data_images_final/train_18839.jpg,0,/floyd/input/train_data_images_final/train_18840.jpg,0
/floyd/input/train_data_images_final/train_11594.jpg,5.887718,/floyd/input/train_data_images_final/train_11595.jpg,5.940417
/floyd/input/train_data_images_final/train_09578.jpg,8.972748,/floyd/input/train_data_images_final/train_09579.jpg,8.963345
/floyd/input/train_data_images_final/train_03146.jpg,22.00653,/floyd/input/train_data_images_final/train_03147.jpg,22.01705
/floyd/input/train_data_images_final/train_11326.jpg,4.834485,/floyd/input/train_data_images_final/train_11327.jpg,4.933944
/floyd/input/train_data_images_final/train_08217.jpg,25.93695,/floyd/input/train_data_images_final/train_08218.jpg,25.91866
/floyd/input/train_data_images_final/train_16374.jpg,6.027865,/floyd/input/train_data_images_final/train_16375.jpg,6.039476
/floyd/input/train_data_images_final/train_03593.jpg,21.75559,/floyd/input/train_data_images_final/train_03594.jpg,21.74059
/floyd/input/train_data_images_final/train_00017.jpg,27.89861,/floyd/input/train_data_images_final/train_00018.jpg,27.85598
/floyd/input/train_data_images_final/train_19803.jpg,3.442461,/floyd/input/train_data_images_final/train_19804.jpg,3.465816
/floyd/input/train_data_images_final/train_06470.jpg,14.04885,/floyd/input/train_data_images_final/train_06471.jpg,14.17396
/floyd/input/train_data_images_final/train_10396.jpg,6.053207,/floyd/input/train_data_images_final/train_10397.jpg,6.063503
/floyd/input/train_data_images_final/train_04408.jpg,21.83648,/floyd/input/train_data_images_final/train_04409.jpg,21.86015
/floyd/input/train_data_images_final/train_10866.jpg,4.181412,/floyd/input/train_data_images_final/train_10867.jpg,4.162292
/floyd/input/train_data_images_final/train_08316.jpg,24.81896,/floyd/input/train_data_images_final/train_08317.jpg,24.74535
/floyd/input/train_data_images_final/train_07800.jpg,24.48704,/floyd/input/train_data_images_final/train_07801.jpg,24.49774
/floyd/input/train_data_images_final/train_18998.jpg,6.400004,/floyd/input/train_data_images_final/train_18999.jpg,6.518871
/floyd/input/train_data_images_final/train_05974.jpg,13.55793,/floyd/input/train_data_images_final/train_05975.jpg,13.55918
/floyd/input/train_data_images_final/train_12554.jpg,10.72052,/floyd/input/train_data_images_final/train_12555.jpg,10.71202
/floyd/input/train_data_images_final/train_04870.jpg,22.53602,/floyd/input/train_data_images_final/train_04871.jpg,22.51249
/floyd/input/train_data_images_final/train_19458.jpg,2.086631,/floyd/input/train_data_images_final/train_19459.jpg,2.051003
/floyd/input/train_data_images_final/train_02077.jpg,22.81063,/floyd/input/train_data_images_final/train_02078.jpg,22.80147
/floyd/input/train_data_images_final/train_14841.jpg,10.40971,/floyd/input/train_data_images_final/train_14842.jpg,10.29529
/floyd/input/train_data_images_final/train_17029.jpg,1.680581,/floyd/input/train_data_images_final/train_17030.jpg,1.695851
/floyd/input/train_data_images_final/train_00236.jpg,22.41253,/floyd/input/train_data_images_final/train_00237.jpg,22.30535
/floyd/input/train_data_images_final/train_16683.jpg,2.281106,/floyd/input/train_data_images_final/train_16684.jpg,2.391211
/floyd/input/train_data_images_final/train_06404.jpg,14.48907,/floyd/input/train_data_images_final/train_06405.jpg,14.51139
/floyd/input/train_data_images_final/train_14835.jpg,9.521449,/floyd/input/train_data_images_final/train_14836.jpg,9.520306
/floyd/input/train_data_images_final/train_20005.jpg,10.47754,/floyd/input/train_data_images_final/train_20006.jpg,10.50682
/floyd/input/train_data_images_final/train_15020.jpg,14.11796,/floyd/input/train_data_images_final/train_15021.jpg,14.12117
/floyd/input/train_data_images_final/train_02035.jpg,23.11238,/floyd/input/train_data_images_final/train_02036.jpg,23.11857
/floyd/input/train_data_images_final/train_12980.jpg,5.69378,/floyd/input/train_data_images_final/train_12981.jpg,5.758289
/floyd/input/train_data_images_final/train_06195.jpg,11.9801,/floyd/input/train_data_images_final/train_06196.jpg,11.9571
/floyd/input/train_data_images_final/train_00156.jpg,25.56161,/floyd/input/train_data_images_final/train_00157.jpg,25.52005
/floyd/input/train_data_images_final/train_13854.jpg,10.59488,/floyd/input/train_data_images_final/train_13855.jpg,10.64633
/floyd/input/train_data_images_final/train_07635.jpg,24.09977,/floyd/input/train_data_images_final/train_07636.jpg,24.10141
/floyd/input/train_data_images_final/train_06356.jpg,13.10435,/floyd/input/train_data_images_final/train_06357.jpg,13.10534
/floyd/input/train_data_images_final/train_15861.jpg,1.309135,/floyd/input/train_data_images_final/train_15862.jpg,1.273159
/floyd/input/train_data_images_final/train_01228.jpg,15.94957,/floyd/input/train_data_images_final/train_01229.jpg,15.94209
/floyd/input/train_data_images_final/train_07983.jpg,22.72722,/floyd/input/train_data_images_final/train_07984.jpg,22.72225
/floyd/input/train_data_images_final/train_02370.jpg,24.10411,/floyd/input/train_data_images_final/train_02371.jpg,24.11529
/floyd/input/train_data_images_final/train_12383.jpg,9.149995,/floyd/input/train_data_images_final/train_12384.jpg,9.241385
/floyd/input/train_data_images_final/train_06016.jpg,12.65289,/floyd/input/train_data_images_final/train_06017.jpg,12.58429
/floyd/input/train_data_images_final/train_09402.jpg,0.681981,/floyd/input/train_data_images_final/train_09403.jpg,0.806205
/floyd/input/train_data_images_final/train_10049.jpg,8.046871,/floyd/input/train_data_images_final/train_10050.jpg,7.993701
/floyd/input/train_data_images_final/train_15989.jpg,0.764063,/floyd/input/train_data_images_final/train_15990.jpg,0.755627
/floyd/input/train_data_images_final/train_16242.jpg,12.89625,/floyd/input/train_data_images_final/train_16243.jpg,12.72513
/floyd/input/train_data_images_final/train_11967.jpg,6.970174,/floyd/input/train_data_images_final/train_11968.jpg,6.834422
/floyd/input/train_data_images_final/train_18071.jpg,2.224684,/floyd/input/train_data_images_final/train_18072.jpg,2.219264
/floyd/input/train_data_images_final/train_12968.jpg,5.094902,/floyd/input/train_data_images_final/train_12969.jpg,5.151693
/floyd/input/train_data_images_final/train_02403.jpg,24.18759,/floyd/input/train_data_images_final/train_02404.jpg,24.17135
/floyd/input/train_data_images_final/train_13279.jpg,6.499645,/floyd/input/train_data_images_final/train_13280.jpg,6.323546
/floyd/input/train_data_images_final/train_07029.jpg,17.28613,/floyd/input/train_data_images_final/train_07030.jpg,17.35063
/floyd/input/train_data_images_final/train_10339.jpg,6.208819,/floyd/input/train_data_images_final/train_10340.jpg,6.220988
/floyd/input/train_data_images_final/train_11740.jpg,7.261117,/floyd/input/train_data_images_final/train_11741.jpg,7.293177
/floyd/input/train_data_images_final/train_20350.jpg,3.82901,/floyd/input/train_data_images_final/train_20351.jpg,3.843084
/floyd/input/train_data_images_final/train_08030.jpg,22.77495,/floyd/input/train_data_images_final/train_08031.jpg,22.78244
/floyd/input/train_data_images_final/train_03756.jpg,21.58416,/floyd/input/train_data_images_final/train_03757.jpg,21.5821
/floyd/input/train_data_images_final/train_12241.jpg,4.123262,/floyd/input/train_data_images_final/train_12242.jpg,4.09681
/floyd/input/train_data_images_final/train_04030.jpg,21.63794,/floyd/input/train_data_images_final/train_04031.jpg,21.65689
/floyd/input/train_data_images_final/train_19260.jpg,6.212703,/floyd/input/train_data_images_final/train_19261.jpg,6.111203
/floyd/input/train_data_images_final/train_06868.jpg,11.54301,/floyd/input/train_data_images_final/train_06869.jpg,11.54624
/floyd/input/train_data_images_final/train_03379.jpg,22.33096,/floyd/input/train_data_images_final/train_03380.jpg,22.35317
/floyd/input/train_data_images_final/train_08170.jpg,25.91444,/floyd/input/train_data_images_final/train_08171.jpg,25.96604
/floyd/input/train_data_images_final/train_08095.jpg,24.35476,/floyd/input/train_data_images_final/train_08096.jpg,24.33011
/floyd/input/train_data_images_final/train_02066.jpg,22.87433,/floyd/input/train_data_images_final/train_02067.jpg,22.87942
/floyd/input/train_data_images_final/train_15229.jpg,12.5744,/floyd/input/train_data_images_final/train_15230.jpg,12.53407
/floyd/input/train_data_images_final/train_00552.jpg,17.01504,/floyd/input/train_data_images_final/train_00553.jpg,17.02648
/floyd/input/train_data_images_final/train_18500.jpg,5.539463,/floyd/input/train_data_images_final/train_18501.jpg,5.296193
/floyd/input/train_data_images_final/train_03784.jpg,21.46344,/floyd/input/train_data_images_final/train_03785.jpg,21.48178
/floyd/input/train_data_images_final/train_06961.jpg,14.98841,/floyd/input/train_data_images_final/train_06962.jpg,15.02503
/floyd/input/train_data_images_final/train_05727.jpg,22.289,/floyd/input/train_data_images_final/train_05728.jpg,22.28301
/floyd/input/train_data_images_final/train_13525.jpg,0,/floyd/input/train_data_images_final/train_13526.jpg,0
/floyd/input/train_data_images_final/train_11913.jpg,7.342063,/floyd/input/train_data_images_final/train_11914.jpg,7.331443
/floyd/input/train_data_images_final/train_14014.jpg,5.656935,/floyd/input/train_data_images_final/train_14015.jpg,5.620475
/floyd/input/train_data_images_final/train_12120.jpg,10.10772,/floyd/input/train_data_images_final/train_12121.jpg,10.11939
/floyd/input/train_data_images_final/train_18727.jpg,0,/floyd/input/train_data_images_final/train_18728.jpg,0
/floyd/input/train_data_images_final/train_18145.jpg,2.065991,/floyd/input/train_data_images_final/train_18146.jpg,2.036735
/floyd/input/train_data_images_final/train_11300.jpg,4.181495,/floyd/input/train_data_images_final/train_11301.jpg,4.156434
/floyd/input/train_data_images_final/train_01319.jpg,13.68455,/floyd/input/train_data_images_final/train_01320.jpg,13.67083
/floyd/input/train_data_images_final/train_10371.jpg,5.559196,/floyd/input/train_data_images_final/train_10372.jpg,5.551958
/floyd/input/train_data_images_final/train_10908.jpg,4.085498,/floyd/input/train_data_images_final/train_10909.jpg,4.181846
/floyd/input/train_data_images_final/train_16101.jpg,1.834061,/floyd/input/train_data_images_final/train_16102.jpg,1.832105
/floyd/input/train_data_images_final/train_15478.jpg,1.329434,/floyd/input/train_data_images_final/train_15479.jpg,1.355965
/floyd/input/train_data_images_final/train_08932.jpg,9.797547,/floyd/input/train_data_images_final/train_08933.jpg,9.905721
/floyd/input/train_data_images_final/train_06338.jpg,12.60534,/floyd/input/train_data_images_final/train_06339.jpg,12.62922
/floyd/input/train_data_images_final/train_09657.jpg,8.769937,/floyd/input/train_data_images_final/train_09658.jpg,8.793716
/floyd/input/train_data_images_final/train_20193.jpg,7.201621,/floyd/input/train_data_images_final/train_20194.jpg,7.192797
/floyd/input/train_data_images_final/train_14368.jpg,5.73047,/floyd/input/train_data_images_final/train_14369.jpg,5.735082
/floyd/input/train_data_images_final/train_18230.jpg,6.417509,/floyd/input/train_data_images_final/train_18231.jpg,6.580803
/floyd/input/train_data_images_final/train_01357.jpg,13.67372,/floyd/input/train_data_images_final/train_01358.jpg,13.67335
/floyd/input/train_data_images_final/train_08871.jpg,9.750471,/floyd/input/train_data_images_final/train_08872.jpg,9.572528
/floyd/input/train_data_images_final/train_02337.jpg,24.39313,/floyd/input/train_data_images_final/train_02338.jpg,24.38541
/floyd/input/train_data_images_final/train_03834.jpg,21.51413,/floyd/input/train_data_images_final/train_03835.jpg,21.50919
/floyd/input/train_data_images_final/train_17322.jpg,11.13146,/floyd/input/train_data_images_final/train_17323.jpg,11.27827
/floyd/input/train_data_images_final/train_13574.jpg,0,/floyd/input/train_data_images_final/train_13575.jpg,0
/floyd/input/train_data_images_final/train_06580.jpg,16.71861,/floyd/input/train_data_images_final/train_06581.jpg,16.77357
/floyd/input/train_data_images_final/train_08928.jpg,9.867048,/floyd/input/train_data_images_final/train_08929.jpg,9.857649
/floyd/input/train_data_images_final/train_14910.jpg,13.92717,/floyd/input/train_data_images_final/train_14911.jpg,13.94157
/floyd/input/train_data_images_final/train_13373.jpg,1.732509,/floyd/input/train_data_images_final/train_13374.jpg,1.710135
/floyd/input/train_data_images_final/train_15245.jpg,12.54399,/floyd/input/train_data_images_final/train_15246.jpg,12.54909
/floyd/input/train_data_images_final/train_04947.jpg,22.23133,/floyd/input/train_data_images_final/train_04948.jpg,22.22172
/floyd/input/train_data_images_final/train_12159.jpg,8.739227,/floyd/input/train_data_images_final/train_12160.jpg,8.750616
/floyd/input/train_data_images_final/train_13765.jpg,10.92924,/floyd/input/train_data_images_final/train_13766.jpg,10.93566
/floyd/input/train_data_images_final/train_14944.jpg,14.38263,/floyd/input/train_data_images_final/train_14945.jpg,14.39359
/floyd/input/train_data_images_final/train_11076.jpg,3.792786,/floyd/input/train_data_images_final/train_11077.jpg,3.812572
/floyd/input/train_data_images_final/train_12540.jpg,10.59723,/floyd/input/train_data_images_final/train_12541.jpg,10.60059
/floyd/input/train_data_images_final/train_13841.jpg,10.47803,/floyd/input/train_data_images_final/train_13842.jpg,10.48418
/floyd/input/train_data_images_final/train_00725.jpg,20.66039,/floyd/input/train_data_images_final/train_00726.jpg,20.7134
/floyd/input/train_data_images_final/train_06283.jpg,12.52444,/floyd/input/train_data_images_final/train_06284.jpg,12.52264
/floyd/input/train_data_images_final/train_00361.jpg,17.41605,/floyd/input/train_data_images_final/train_00362.jpg,17.38892
/floyd/input/train_data_images_final/train_06987.jpg,15.93032,/floyd/input/train_data_images_final/train_06988.jpg,16.04732
/floyd/input/train_data_images_final/train_17827.jpg,3.145905,/floyd/input/train_data_images_final/train_17828.jpg,2.996511
/floyd/input/train_data_images_final/train_07913.jpg,23.51343,/floyd/input/train_data_images_final/train_07914.jpg,23.49096
/floyd/input/train_data_images_final/train_16320.jpg,9.713289,/floyd/input/train_data_images_final/train_16321.jpg,9.715314
/floyd/input/train_data_images_final/train_03434.jpg,22.09211,/floyd/input/train_data_images_final/train_03435.jpg,22.09979
/floyd/input/train_data_images_final/train_14010.jpg,5.88332,/floyd/input/train_data_images_final/train_14011.jpg,5.809946
/floyd/input/train_data_images_final/train_17707.jpg,11.67698,/floyd/input/train_data_images_final/train_17708.jpg,11.67099
/floyd/input/train_data_images_final/train_03021.jpg,21.67396,/floyd/input/train_data_images_final/train_03022.jpg,21.69741
/floyd/input/train_data_images_final/train_03112.jpg,22.15318,/floyd/input/train_data_images_final/train_03113.jpg,22.15977
/floyd/input/train_data_images_final/train_12143.jpg,9.518852,/floyd/input/train_data_images_final/train_12144.jpg,9.454786
/floyd/input/train_data_images_final/train_12749.jpg,10.49491,/floyd/input/train_data_images_final/train_12750.jpg,10.48714
/floyd/input/train_data_images_final/train_18820.jpg,0,/floyd/input/train_data_images_final/train_18821.jpg,0
/floyd/input/train_data_images_final/train_07274.jpg,20.43088,/floyd/input/train_data_images_final/train_07275.jpg,20.40154
/floyd/input/train_data_images_final/train_15069.jpg,14.00865,/floyd/input/train_data_images_final/train_15070.jpg,13.98559
/floyd/input/train_data_images_final/train_08945.jpg,9.69938,/floyd/input/train_data_images_final/train_08946.jpg,9.718191
/floyd/input/train_data_images_final/train_15384.jpg,8.14331,/floyd/input/train_data_images_final/train_15385.jpg,7.976381
/floyd/input/train_data_images_final/train_18630.jpg,0,/floyd/input/train_data_images_final/train_18631.jpg,0
/floyd/input/train_data_images_final/train_10611.jpg,1.751524,/floyd/input/train_data_images_final/train_10612.jpg,1.693846
/floyd/input/train_data_images_final/train_06994.jpg,16.20861,/floyd/input/train_data_images_final/train_06995.jpg,16.26371
/floyd/input/train_data_images_final/train_12954.jpg,4.12411,/floyd/input/train_data_images_final/train_12955.jpg,4.250044
/floyd/input/train_data_images_final/train_13011.jpg,6.589931,/floyd/input/train_data_images_final/train_13012.jpg,6.62649
/floyd/input/train_data_images_final/train_15270.jpg,12.54183,/floyd/input/train_data_images_final/train_15271.jpg,12.53612
/floyd/input/train_data_images_final/train_02255.jpg,24.59584,/floyd/input/train_data_images_final/train_02256.jpg,24.58863
/floyd/input/train_data_images_final/train_10324.jpg,6.663028,/floyd/input/train_data_images_final/train_10325.jpg,6.650037
/floyd/input/train_data_images_final/train_18985.jpg,6.140217,/floyd/input/train_data_images_final/train_18986.jpg,6.248792
/floyd/input/train_data_images_final/train_15061.jpg,14.24796,/floyd/input/train_data_images_final/train_15062.jpg,14.17674
/floyd/input/train_data_images_final/train_19619.jpg,0.624778,/floyd/input/train_data_images_final/train_19620.jpg,0.580556
/floyd/input/train_data_images_final/train_04375.jpg,21.916,/floyd/input/train_data_images_final/train_04376.jpg,21.89446
/floyd/input/train_data_images_final/train_15363.jpg,9.587268,/floyd/input/train_data_images_final/train_15364.jpg,9.431273
/floyd/input/train_data_images_final/train_12352.jpg,8.105374,/floyd/input/train_data_images_final/train_12353.jpg,8.153217
/floyd/input/train_data_images_final/train_14190.jpg,4.416833,/floyd/input/train_data_images_final/train_14191.jpg,4.396156
/floyd/input/train_data_images_final/train_17109.jpg,2.309617,/floyd/input/train_data_images_final/train_17110.jpg,2.335204
